institution_id,institution_name,country,region,institution_type,institution_size,funding_type,survey_quarter,year,primary_discipline_focus,policy_stance,ai_adoption_rate,policy_maturity_score,faculty_training_hours,student_ai_literacy_index,integrity_incident_rate,learning_outcome_delta,ai_tool_diversity,infrastructure_readiness,research_output_ai_pct,student_satisfaction_score,annual_it_budget_usd,faculty_count,adoption_tier,readiness_category,training_investment_per_faculty,risk_adjusted_adoption
INST_00100,Central Lakewood Research University [POL-0100],Poland,Europe,Research University,Very Large (>30K),Public,2024-Q3,2024,Social Sciences,Restrictive,40.24,3.45,51.5,98.0,3.11,16.76,2,7.93,44.46,3.6,31211063,4251,Medium (20-45%),Advanced,367.1,27.77
INST_00101,University of Springdale [NET-0101],Netherlands,Europe,Teaching University,Medium (5K-15K),Private,2023-Q1,2023,Health Sciences,Restrictive,16.04,3.08,18.0,56.2,9.38,7.49,2,7.86,1.21,3.7,9819911,328,Low (0-20%),Advanced,1496.94,9.88
INST_00102,Technical Thornbury Institute of Technology [FRA-0102],France,Europe,Technical Institute,Small (<5K),Private,2024-Q4,2024,Health Sciences,Permissive,72.26,3.91,50.8,98.0,22.01,20.22,9,6.88,52.63,3.97,3628583,171,High (>45%),Developing,1060.99,56.51
INST_00103,University of Stonegate [SWI-0103],Switzerland,Europe,Research University,Large (15K-30K),Public,2023-Q3,2023,Social Sciences,Cautious,26.84,3.26,46.8,98.0,9.98,14.92,3,6.76,12.55,3.95,17653160,610,Medium (20-45%),Developing,1446.98,17.5
INST_00104,Eastern Maplewood State University [TAN-0104],Tanzania,Africa,Teaching University,Large (15K-30K),Private,2024-Q3,2024,STEM,Integrated,64.33,3.4,29.6,69.0,10.4,24.3,6,5.05,19.62,4.12,2404312,694,High (>45%),Developing,173.22,43.74
INST_00105,Regional Kingswood University College [THA-0105],Thailand,Asia Pacific,Teaching University,Medium (5K-15K),Mixed,2023-Q3,2023,Business,Cautious,32.27,3.29,28.0,72.0,34.67,2.81,5,7.43,7.57,3.26,3078279,331,Medium (20-45%),Advanced,465.0,21.23
INST_00106,Applied Pinehurst Polytechnic [TAN-0106],Tanzania,Africa,Technical Institute,Small (<5K),Public,2024-Q1,2024,Social Sciences,Integrated,48.23,4.17,24.3,62.9,8.98,21.19,6,4.52,21.81,3.99,728150,67,High (>45%),Developing,543.4,40.22
INST_00107,Fairview Institute of Science [KEN-0107],Kenya,Africa,Research University,Large (15K-30K),Public,2024-Q4,2024,Social Sciences,Integrated,74.84,4.19,51.9,98.0,3.92,21.05,8,4.56,65.0,3.76,5319530,1166,High (>45%),Developing,228.11,62.72
INST_00108,Clearwater State University [NIG-0108],Nigeria,Africa,Teaching University,Large (15K-30K),Public,2024-Q1,2024,Social Sciences,Permissive,43.89,2.31,17.3,57.1,33.39,13.24,7,3.81,14.25,2.98,1243871,419,Medium (20-45%),Underprepared,148.43,20.28
INST_00109,Northgate University [AUS-0109],Australia,Asia Pacific,Teaching University,Large (15K-30K),Public,2023-Q2,2023,Humanities,Cautious,24.34,3.23,24.0,68.4,18.58,6.24,4,6.98,4.29,3.83,7917546,685,Medium (20-45%),Developing,577.92,15.72
INST_00110,Modern Meadowbrook Polytechnic [NOR-0110],Norway,Europe,Technical Institute,Medium (5K-15K),Private,2024-Q3,2024,Social Sciences,Permissive,80.33,3.16,46.5,98.0,48.0,10.31,11,7.29,35.63,3.19,7051025,496,High (>45%),Advanced,710.79,50.77
INST_00111,Modern Fairview Tech [POL-0111],Poland,Europe,Technical Institute,Small (<5K),Public,2024-Q4,2024,Health Sciences,Integrated,63.17,4.75,51.5,98.0,9.24,20.44,9,8.8,47.32,3.89,1948640,54,High (>45%),Advanced,1804.3,60.01
INST_00112,Pinehurst Teaching State University [CHI-0112],China,Asia Pacific,Teaching University,Medium (5K-15K),Mixed,2024-Q1,2024,Social Sciences,Restrictive,25.04,3.55,28.1,61.4,9.08,8.7,3,7.63,7.98,3.66,4578139,547,Medium (20-45%),Advanced,418.48,17.78
INST_00113,Eastfield Liberal College [FRA-0113],France,Europe,Liberal Arts College,Medium (5K-15K),Public,2023-Q2,2023,Business,Cautious,22.46,3.29,38.3,68.6,8.97,17.81,4,7.66,2.11,4.25,4091950,481,Medium (20-45%),Advanced,425.36,14.78
INST_00114,Stonegate Institute of Science [BAH-0114],Bahrain,Middle East,Research University,Small (<5K),Public,2024-Q1,2024,Humanities,Cautious,53.61,3.94,55.3,98.0,11.71,17.36,9,7.11,43.42,4.0,4173601,160,High (>45%),Advanced,1304.25,42.24
INST_00115,Kingswood College [JAP-0115],Japan,Asia Pacific,Liberal Arts College,Medium (5K-15K),Public,2023-Q3,2023,Social Sciences,Cautious,16.49,2.72,38.2,70.5,5.49,14.73,3,7.4,2.0,3.82,4127484,375,Low (0-20%),Advanced,550.33,8.97
INST_00116,Willowdale Institute of Science [UNI-0116],United Arab Emirates,Middle East,Research University,Very Large (>30K),Private,2024-Q3,2024,Health Sciences,Restrictive,37.73,3.41,52.4,98.0,6.73,13.07,7,7.58,29.49,3.0,62301499,3302,Medium (20-45%),Advanced,943.39,25.73
INST_00117,Crestmont Technical Institute of Technology [NOR-0117],Norway,Europe,Technical Institute,Very Large (>30K),Public,2024-Q4,2024,STEM,Permissive,82.0,3.75,38.2,98.0,28.28,20.99,9,8.94,24.78,4.19,12285269,6522,High (>45%),Advanced,94.18,61.5
INST_00118,University of Maplewood [KUW-0118],Kuwait,Middle East,Technical Institute,Large (15K-30K),Private,2023-Q4,2023,Multidisciplinary,Permissive,50.12,3.45,21.4,85.3,18.23,14.14,5,7.85,13.79,3.88,11114708,708,High (>45%),Advanced,784.94,34.58
INST_00119,Silverton Tech [CHI-0119],China,Asia Pacific,Technical Institute,Large (15K-30K),Private,2024-Q2,2024,STEM,Permissive,71.4,3.19,36.4,91.2,48.0,-0.91,6,6.18,45.37,3.58,8832893,1375,High (>45%),Developing,321.2,45.55
INST_00120,University of Thornbury [CHI-0120],China,Asia Pacific,Community College,Medium (5K-15K),Private,2023-Q3,2023,STEM,Restrictive,15.08,3.13,25.5,47.7,16.78,-0.64,3,8.52,0.77,2.91,2089544,290,Low (0-20%),Advanced,360.27,9.44
INST_00121,Harborview Research Research University [NIG-0121],Nigeria,Africa,Research University,Very Large (>30K),Mixed,2023-Q4,2023,Humanities,Permissive,52.14,3.3,26.3,74.1,29.12,6.46,7,4.93,28.64,3.1,9142129,5058,High (>45%),Developing,90.37,34.41
INST_00122,University of Clearwater [THA-0122],Thailand,Asia Pacific,Research University,Medium (5K-15K),Public,2023-Q3,2023,STEM,Restrictive,24.37,2.8,43.0,85.5,5.75,8.86,4,6.5,14.93,3.15,10250876,483,Medium (20-45%),Developing,1061.17,13.65
INST_00123,Harborview Research University [COL-0123],Colombia,Latin America,Research University,Very Large (>30K),Public,2024-Q2,2024,Social Sciences,Integrated,61.23,3.86,43.1,94.8,5.65,26.66,6,5.73,65.0,4.91,16695548,4353,High (>45%),Developing,191.77,47.27
INST_00124,Greendale Technical Tech [CZE-0124],Czech Republic,Europe,Technical Institute,Small (<5K),Public,2023-Q3,2023,Social Sciences,Restrictive,27.63,3.37,33.9,80.5,16.96,8.52,5,8.57,8.47,3.28,2987240,107,Medium (20-45%),Advanced,1395.91,18.62
INST_00125,Southport Technical Tech [AUS-0125],Australia,Asia Pacific,Technical Institute,Large (15K-30K),Public,2024-Q1,2024,STEM,Integrated,50.32,4.41,56.7,94.1,10.16,27.56,7,8.66,22.85,4.52,6596901,994,High (>45%),Advanced,331.84,44.38
INST_00126,Northgate Research University [KEN-0126],Kenya,Africa,Research University,Large (15K-30K),Mixed,2024-Q1,2024,Health Sciences,Cautious,40.77,2.9,38.7,61.5,15.57,1.45,6,4.66,29.5,2.44,4898940,1349,Medium (20-45%),Developing,181.58,23.65
INST_00127,Community Clearwater Technical Center [CHI-0127],China,Asia Pacific,Community College,Medium (5K-15K),Mixed,2023-Q2,2023,Multidisciplinary,Integrated,28.82,3.47,15.0,58.4,21.92,16.73,5,7.7,1.24,4.18,1838215,432,Medium (20-45%),Advanced,212.76,20.0
INST_00128,Ashford Research University of Technology [THA-0128],Thailand,Asia Pacific,Research University,Very Large (>30K),Public,2024-Q2,2024,Humanities,Integrated,82.0,4.29,61.4,98.0,4.79,36.79,11,8.14,65.0,4.33,36292033,5643,High (>45%),Advanced,321.57,70.36
INST_00129,National Springdale University [IND-0129],India,Asia Pacific,Research University,Large (15K-30K),Private,2024-Q1,2024,Social Sciences,Cautious,58.89,3.12,36.6,83.7,16.51,8.57,7,6.63,27.87,3.33,17662487,999,High (>45%),Developing,884.01,36.75
INST_00130,Thornbury Institute of Technology [QAT-0130],Qatar,Middle East,Technical Institute,Medium (5K-15K),Private,2024-Q1,2024,Social Sciences,Cautious,46.17,4.08,38.6,89.2,8.9,14.53,6,8.49,25.41,4.23,4925022,489,High (>45%),Advanced,503.58,37.67
INST_00131,University of Clearwater [TAN-0131],Tanzania,Africa,Liberal Arts College,Small (<5K),Private,2024-Q2,2024,Humanities,Permissive,41.57,2.88,17.7,51.5,48.0,-2.68,6,5.59,8.41,2.92,758195,153,Medium (20-45%),Developing,247.78,23.94
INST_00132,Metropolitan Kingswood University College [TUR-0132],Turkey,Middle East,Teaching University,Medium (5K-15K),Public,2023-Q3,2023,STEM,Permissive,42.01,2.9,26.5,79.9,23.53,13.4,5,7.04,8.62,4.33,3089772,443,Medium (20-45%),Advanced,348.73,24.37
INST_00133,Harborview Technical Technical University [TUR-0133],Turkey,Middle East,Technical Institute,Medium (5K-15K),Private,2023-Q2,2023,STEM,Cautious,22.47,3.39,25.4,70.6,11.82,16.51,4,6.95,5.68,3.87,3626606,358,Medium (20-45%),Developing,506.51,15.23
INST_00134,Capital Stonegate University [POR-0134],Portugal,Europe,Teaching University,Small (<5K),Mixed,2024-Q1,2024,Business,Permissive,32.37,3.28,35.2,81.6,11.96,15.08,5,7.91,9.29,4.14,2385147,105,Medium (20-45%),Advanced,1135.78,21.23
INST_00135,University of Springdale [ARG-0135],Argentina,Latin America,Research University,Very Large (>30K),Private,2023-Q3,2023,Multidisciplinary,Cautious,26.99,2.78,38.1,68.9,10.77,9.8,3,6.44,13.89,4.09,13760283,2416,Medium (20-45%),Developing,284.77,15.01
INST_00136,Maplewood Research University [JAP-0136],Japan,Asia Pacific,Research University,Large (15K-30K),Public,2024-Q1,2024,STEM,Cautious,49.36,3.69,34.1,93.6,22.56,5.47,7,7.83,42.37,3.65,11526866,1125,High (>45%),Advanced,512.31,36.43
INST_00137,Hillcrest Teaching Academic University [RWA-0137],Rwanda,Africa,Teaching University,Medium (5K-15K),Private,2024-Q2,2024,Social Sciences,Integrated,51.32,3.97,23.0,60.8,29.08,14.45,6,5.17,18.39,3.38,1897950,284,High (>45%),Developing,334.15,40.75
INST_00138,Capital Cedarville State University [AUS-0138],Australia,Asia Pacific,Teaching University,Small (<5K),Private,2024-Q2,2024,Social Sciences,Cautious,38.98,3.8,30.9,88.0,21.37,13.18,6,8.49,14.27,3.44,1906018,95,Medium (20-45%),Advanced,1003.17,29.62
INST_00139,Westbrook College [IND-0139],Indonesia,Asia Pacific,Community College,Small (<5K),Private,2024-Q1,2024,STEM,Cautious,19.65,3.32,24.1,59.2,10.36,12.96,5,6.82,1.86,3.25,950078,89,Low (0-20%),Developing,533.75,13.05
INST_00140,State Silverton Research University [CZE-0140],Czech Republic,Europe,Research University,Medium (5K-15K),Mixed,2024-Q1,2024,Multidisciplinary,Permissive,63.56,3.64,51.0,98.0,20.56,18.07,10,8.43,51.69,4.02,7910806,393,High (>45%),Advanced,1006.46,46.27
INST_00141,Silverton Technical University [EGY-0141],Egypt,Africa,Technical Institute,Small (<5K),Public,2024-Q1,2024,STEM,Permissive,51.97,3.19,28.7,69.6,47.45,2.29,5,5.35,15.48,3.11,698037,82,High (>45%),Developing,425.63,33.16
INST_00142,Westbrook Liberal Institute [CHI-0142],Chile,Latin America,Liberal Arts College,Small (<5K),Public,2024-Q2,2024,Humanities,Permissive,38.47,2.46,15.8,60.9,25.98,3.12,7,5.18,9.53,3.55,774662,164,Medium (20-45%),Developing,236.18,18.93
INST_00143,Applied Greendale Technical University [RWA-0143],Rwanda,Africa,Technical Institute,Small (<5K),Mixed,2023-Q2,2023,STEM,Cautious,16.94,2.42,19.8,52.5,14.2,9.81,2,4.28,2.67,3.46,650027,168,Low (0-20%),Developing,193.46,8.2
INST_00144,Thornbury Community Institute [FIN-0144],Finland,Europe,Community College,Medium (5K-15K),Private,2023-Q2,2023,Health Sciences,Permissive,25.83,2.63,24.8,74.2,18.64,15.2,3,5.68,1.12,3.57,4453931,408,Medium (20-45%),Developing,545.82,13.59
INST_00145,Ashford Liberal Arts College [POR-0145],Portugal,Europe,Liberal Arts College,Medium (5K-15K),Private,2024-Q1,2024,Multidisciplinary,Cautious,34.22,3.52,49.6,91.1,6.68,24.2,7,8.49,6.88,4.01,2266460,255,Medium (20-45%),Advanced,444.4,24.09
INST_00146,Pinehurst University [PER-0146],Peru,Latin America,Teaching University,Large (15K-30K),Mixed,2023-Q2,2023,Social Sciences,Cautious,15.88,2.0,19.0,52.8,16.67,14.11,2,3.98,2.29,3.4,2842406,473,Low (0-20%),Underprepared,300.47,6.35
INST_00147,Modern Harborview Tech [FRA-0147],France,Europe,Technical Institute,Large (15K-30K),Public,2024-Q4,2024,Humanities,Cautious,54.36,3.93,39.7,98.0,12.19,11.59,12,7.57,34.75,4.2,9051066,776,High (>45%),Advanced,583.19,42.73
INST_00148,University of Clearwater [PER-0148],Peru,Latin America,Teaching University,Large (15K-30K),Public,2024-Q3,2024,Humanities,Cautious,39.05,3.64,24.9,65.4,12.16,20.11,8,6.88,13.39,3.94,6151308,599,Medium (20-45%),Developing,513.46,28.43
INST_00149,Eastfield Academic University [SOU-0149],South Africa,Africa,Teaching University,Large (15K-30K),Private,2024-Q4,2024,Social Sciences,Cautious,55.34,3.31,22.3,64.9,32.37,4.91,4,4.86,16.78,3.31,3035448,930,High (>45%),Developing,163.2,36.64
INST_00150,Capital Southport University College [SOU-0150],South Korea,Asia Pacific,Teaching University,Small (<5K),Mixed,2023-Q2,2023,Business,Integrated,35.38,3.33,35.6,74.7,6.84,20.77,3,7.32,5.05,4.79,2172315,71,Medium (20-45%),Advanced,1529.8,23.56
INST_00151,University of Maplewood [PER-0151],Peru,Latin America,Teaching University,Small (<5K),Public,2023-Q3,2023,Humanities,Cautious,23.34,2.6,15.4,51.5,14.04,2.9,3,4.93,5.58,3.24,863484,129,Medium (20-45%),Developing,334.68,12.14
INST_00152,Metropolitan Maplewood University [UNI-0152],United Arab Emirates,Middle East,Teaching University,Medium (5K-15K),Public,2023-Q4,2023,Business,Restrictive,23.43,3.17,21.5,67.2,4.76,1.2,5,6.2,4.94,3.05,5294349,548,Medium (20-45%),Developing,483.06,14.85
INST_00153,University of Pinehurst [EGY-0153],Egypt,Africa,Community College,Large (15K-30K),Public,2023-Q3,2023,Health Sciences,Permissive,16.21,2.32,12.6,35.9,48.0,1.48,2,4.86,0.78,3.11,1519529,1198,Low (0-20%),Developing,63.42,7.52
INST_00154,Community Silverton Community College [JAP-0154],Japan,Asia Pacific,Community College,Small (<5K),Public,2024-Q3,2024,STEM,Restrictive,25.08,3.75,21.6,66.3,9.58,0.94,6,8.11,2.76,3.47,909042,68,Medium (20-45%),Advanced,668.41,18.81
INST_00155,Oakville Community Community College [MOR-0155],Morocco,Africa,Community College,Large (15K-30K),Private,2024-Q3,2024,Social Sciences,Integrated,34.63,3.62,23.2,59.8,24.98,11.78,10,4.61,3.48,3.72,964298,1019,Medium (20-45%),Developing,47.32,25.07
INST_00156,Harborview Technical Technical University [ISR-0156],Israel,Middle East,Technical Institute,Large (15K-30K),Public,2024-Q3,2024,STEM,Permissive,82.0,3.23,38.1,90.4,24.09,13.18,11,7.25,53.5,4.08,16401916,1203,High (>45%),Advanced,681.71,52.97
INST_00157,Regional Eastfield University [IND-0157],Indonesia,Asia Pacific,Teaching University,Small (<5K),Private,2024-Q4,2024,Business,Cautious,50.19,3.58,42.4,94.0,9.72,8.55,6,8.23,23.42,3.86,3024373,100,High (>45%),Advanced,1512.19,35.94
INST_00158,Northern Greendale University College [FIN-0158],Finland,Europe,Teaching University,Medium (5K-15K),Public,2023-Q4,2023,Multidisciplinary,Permissive,48.45,2.94,34.8,79.5,22.6,18.3,6,8.36,14.15,4.16,3737583,217,High (>45%),Advanced,861.19,28.49
INST_00159,Meadowbrook University of Technology [GER-0159],Germany,Europe,Research University,Very Large (>30K),Private,2023-Q1,2023,STEM,Cautious,34.55,2.73,46.7,97.4,8.48,8.57,2,7.54,10.42,3.59,61207480,4523,Medium (20-45%),Advanced,676.62,18.86
INST_00160,University of Stonegate [KEN-0160],Kenya,Africa,Technical Institute,Small (<5K),Public,2023-Q2,2023,STEM,Permissive,28.04,2.4,17.4,59.5,26.12,11.38,3,4.11,6.75,3.38,886581,48,Medium (20-45%),Developing,923.52,13.46
INST_00161,Polytechnic Southport Technical University [TUR-0161],Turkey,Middle East,Technical Institute,Medium (5K-15K),Private,2024-Q1,2024,STEM,Permissive,82.0,3.26,29.8,89.5,42.58,2.78,10,7.2,48.87,3.34,5164159,324,High (>45%),Advanced,796.94,53.46
INST_00162,University of Maplewood [SOU-0162],South Korea,Asia Pacific,Technical Institute,Large (15K-30K),Private,2024-Q4,2024,STEM,Cautious,45.65,4.0,42.7,98.0,26.91,14.07,6,6.78,38.32,3.29,5403143,1169,High (>45%),Developing,231.1,36.52
INST_00163,University of Clearwater [FIN-0163],Finland,Europe,Technical Institute,Large (15K-30K),Public,2023-Q3,2023,Business,Cautious,32.69,3.47,40.5,91.8,21.51,16.01,5,7.9,16.39,3.89,8139953,1120,Medium (20-45%),Advanced,363.39,22.69
INST_00164,Eastfield Liberal Institute [ARG-0164],Argentina,Latin America,Liberal Arts College,Large (15K-30K),Public,2023-Q2,2023,Humanities,Restrictive,10.9,2.39,20.7,44.7,8.53,4.29,3,5.23,1.35,3.11,3679439,653,Low (0-20%),Developing,281.73,5.21
INST_00165,Southport State University [QAT-0165],Qatar,Middle East,Teaching University,Medium (5K-15K),Public,2024-Q1,2024,STEM,Permissive,56.68,3.32,25.5,82.5,48.0,8.82,5,7.3,15.06,3.6,2744496,318,High (>45%),Advanced,431.52,37.64
INST_00166,University of Westbrook [POL-0166],Poland,Europe,Community College,Large (15K-30K),Private,2024-Q2,2024,Multidisciplinary,Permissive,34.87,3.08,24.5,55.6,31.53,3.02,6,7.39,2.32,3.63,4920982,953,Medium (20-45%),Advanced,258.18,21.48
INST_00167,Bridgeport Institute of Technology [ISR-0167],Israel,Middle East,Technical Institute,Large (15K-30K),Private,2023-Q3,2023,STEM,Restrictive,26.62,2.77,32.5,90.3,7.83,9.35,4,7.04,7.91,3.37,10412437,411,Medium (20-45%),Advanced,1266.72,14.75
INST_00168,Bridgeport Community College [SWI-0168],Switzerland,Europe,Community College,Small (<5K),Public,2024-Q3,2024,Humanities,Cautious,25.45,3.46,33.0,69.8,20.37,1.85,4,6.45,3.11,3.91,1014425,119,Medium (20-45%),Developing,426.23,17.61
INST_00169,University of Hillcrest [HON-0169],Hong Kong,Asia Pacific,Community College,Medium (5K-15K),Public,2023-Q1,2023,Health Sciences,Permissive,21.32,2.87,16.5,51.3,47.92,-2.86,5,6.88,0.66,3.31,1504326,537,Medium (20-45%),Developing,140.07,12.24
INST_00170,Metro Springdale College [ECU-0170],Ecuador,Latin America,Community College,Very Large (>30K),Mixed,2024-Q4,2024,STEM,Permissive,36.62,3.27,27.1,65.3,42.2,3.29,8,6.1,4.03,3.03,5540439,5897,Medium (20-45%),Developing,46.98,23.95
INST_00171,University of Maplewood [UNI-0171],United States,North America,Research University,Very Large (>30K),Private,2023-Q4,2023,Health Sciences,Cautious,49.76,3.33,41.1,92.7,6.5,17.63,9,7.39,43.43,3.5,64329949,4489,High (>45%),Advanced,716.53,33.14
INST_00172,Mount Kingswood Institute [NOR-0172],Norway,Europe,Liberal Arts College,Small (<5K),Private,2024-Q4,2024,Humanities,Integrated,51.71,4.66,61.0,98.0,7.25,30.76,10,8.95,17.8,4.85,2160754,112,High (>45%),Advanced,964.62,48.19
INST_00173,Southern Oakville University [POR-0173],Portugal,Europe,Teaching University,Medium (5K-15K),Private,2023-Q4,2023,Health Sciences,Cautious,36.28,3.54,36.0,72.3,10.42,19.61,5,7.39,9.37,4.08,5363515,381,Medium (20-45%),Advanced,703.87,25.69
INST_00174,University of Springdale [AUS-0174],Austria,Europe,Research University,Very Large (>30K),Mixed,2024-Q2,2024,Social Sciences,Integrated,77.53,4.2,53.8,98.0,4.73,18.85,7,7.75,65.0,4.65,43407099,6732,High (>45%),Advanced,322.39,65.13
INST_00175,Silverton Technical Polytechnic [RWA-0175],Rwanda,Africa,Technical Institute,Medium (5K-15K),Public,2024-Q1,2024,Multidisciplinary,Cautious,38.46,3.21,26.2,65.6,25.6,4.05,5,4.52,22.9,3.24,1019718,305,Medium (20-45%),Developing,167.17,24.69
INST_00176,Central Clearwater University of Technology [IND-0176],India,Asia Pacific,Research University,Very Large (>30K),Public,2023-Q3,2023,STEM,Cautious,41.57,3.07,43.1,79.8,10.33,19.91,7,7.45,26.13,3.5,29895742,6219,Medium (20-45%),Advanced,240.36,25.52
INST_00177,Oakville Research University [IRE-0177],Ireland,Europe,Research University,Large (15K-30K),Mixed,2023-Q1,2023,STEM,Restrictive,21.78,2.96,49.3,86.5,4.97,13.66,4,7.33,4.82,3.69,13070368,635,Medium (20-45%),Advanced,1029.16,12.89
INST_00178,Lakewood Teaching University College [TAN-0178],Tanzania,Africa,Teaching University,Medium (5K-15K),Public,2024-Q4,2024,STEM,Integrated,55.02,4.14,40.5,65.9,14.76,17.83,10,4.15,14.56,4.27,1460591,161,High (>45%),Developing,453.6,45.56
INST_00179,Maplewood Research Research University [SIN-0179],Singapore,Asia Pacific,Research University,Small (<5K),Public,2023-Q3,2023,STEM,Integrated,63.33,3.68,50.8,90.8,4.21,29.99,7,7.88,49.67,4.67,3972637,134,High (>45%),Advanced,1482.33,46.61
INST_00180,Willowdale Technical Institute of Technology [BAH-0180],Bahrain,Middle East,Technical Institute,Very Large (>30K),Public,2023-Q2,2023,Business,Cautious,28.7,3.33,22.4,82.7,13.86,7.97,3,8.07,4.41,4.1,10117445,5130,Medium (20-45%),Advanced,98.61,19.11
INST_00181,Oakville Technical University [POL-0181],Poland,Europe,Technical Institute,Medium (5K-15K),Public,2024-Q2,2024,Business,Cautious,45.47,3.75,50.6,98.0,11.19,16.0,4,9.29,23.27,3.62,4559496,493,High (>45%),Advanced,462.42,34.1
